【83V11】中学校学習指導要領（平成29年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
保健体育,1469,(1) 次の運動について，記録の向上や競争の楽しさや喜びを味わい，陸上競技の特性や成り立ち，技術の名称や行い方，その運動に関連して高まる体力などを理解するとともに，基本的な動きや効率のよい動きを身に付けること。,83G12A3310000000
保健体育,1470,ア　短距離走・リレーでは，滑らかな動きで速く走ることやバトンの受渡しでタイミングを合わせること，長距離走では，ペースを守って走ること，ハードル走では，リズミカルな走りから滑らかにハードルを越すこと。,83G12A3311000000
保健体育,1471,イ　走り幅跳びでは，スピードに乗った助走から素早く踏み切って跳ぶこと，走り高跳びでは，リズミカルな助走から力強く踏み切って大きな動作で跳ぶこと。,83G12A3312000000
保健体育,1472,(2) 動きなどの自己の課題を発見し，合理的な解決に向けて運動の取り組み方を工夫するとともに，自己の考えたことを他者に伝えること。,83G12A3320000000
保健体育,1473,(3) 陸上競技に積極的に取り組むとともに，勝敗などを認め，ルールやマナーを守ろうとすること，分担した役割を果たそうとすること，一人一人の違いに応じた課題や挑戦を認めようとすることなどや，健康・安全に気を配ること。,83G12A3330000000
保健体育,1474,"Ｄ　水泳
水泳について，次の事項を身に付けることができるよう指導する。",83G12A3400000000
保健体育,1475,(1) 次の運動について，記録の向上や競争の楽しさや喜びを味わい，水泳の特性や成り立ち，技術の名称や行い方，その運動に関連して高まる体力などを理解するとともに，泳法を身に付けること。,83G12A3410000000
保健体育,1476,ア　クロールでは，手と足の動き，呼吸のバランスをとり速く泳ぐこと。,83G12A3411000000
保健体育,1477,イ　平泳ぎでは，手と足の動き，呼吸のバランスをとり長く泳ぐこと。,83G12A3412000000
保健体育,1478,ウ　背泳ぎでは，手と足の動き，呼吸のバランスをとり泳ぐこと。,83G12A3413000000
保健体育,1479,エ　バタフライでは，手と足の動き，呼吸のバランスをとり泳ぐこと。,83G12A3414000000
保健体育,1480,(2) 泳法などの自己の課題を発見し，合理的な解決に向けて運動の取り組み方を工夫するとともに，自己の考えたことを他者に伝えること。,83G12A3420000000
保健体育,1481,(3) 水泳に積極的に取り組むとともに，勝敗などを認め，ルールやマナーを守ろうとすること，分担した役割を果たそうとすること，一人一人の違いに応じた課題や挑戦を認めようとすることなどや，水泳の事故防止に関する心得を遵守するなど健康・安全に気を配ること。,83G12A3430000000
保健体育,1482,"Ｅ　球技
球技について，次の事項を身に付けることができるよう指導する。",83G12A3500000000
保健体育,1483,(1) 次の運動について，勝敗を競う楽しさや喜びを味わい，球技の特性や成り立ち，技術の名称や行い方，その運動に関連して高まる体力などを理解するとともに，基本的な技能や仲間と連携した動きでゲームを展開すること。,83G12A3510000000
保健体育,1484,ア　ゴール型では，ボール操作と空間に走り込むなどの動きによってゴール前での攻防をすること。,83G12A3511000000
保健体育,1485,イ　ネット型では，ボールや用具の操作と定位置に戻るなどの動きによって空いた場所をめぐる攻防をすること。,83G12A3512000000
保健体育,1486,ウ　ベースボール型では，基本的なバット操作と走塁での攻撃，ボール操作と定位置での守備などによって攻防をすること。,83G12A3513000000
保健体育,1487,(2) 攻防などの自己の課題を発見し，合理的な解決に向けて運動の取り組み方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,83G12A3520000000
保健体育,1488,(3) 球技に積極的に取り組むとともに，フェアなプレイを守ろうとすること，作戦などについての話合いに参加しようとすること，一人一人の違いに応じたプレイなどを認めようとすること，仲間の学習を援助しようとすることなどや，健康・安全に気を配ること。,83G12A3530000000
保健体育,1489,"Ｆ　武道
武道について，次の事項を身に付けることができるよう指導する。",83G12A3600000000
保健体育,1490,(1) 次の運動について，技ができる楽しさや喜びを味わい，武道の特性や成り立ち，伝統的な考え方，技の名称や行い方，その運動に関連して高まる体力などを理解するとともに，基本動作や基本となる技を用いて簡易な攻防を展開すること。,83G12A3610000000
保健体育,1491,ア　柔道では，相手の動きに応じた基本動作や基本となる技を用いて，投げたり抑えたりするなどの簡易な攻防をすること。,83G12A3611000000
保健体育,1492,イ　剣道では，相手の動きに応じた基本動作や基本となる技を用いて，打ったり受けたりするなどの簡易な攻防をすること。,83G12A3612000000
保健体育,1493,ウ　相撲では，相手の動きに応じた基本動作や基本となる技を用いて，押したり寄ったりするなどの簡易な攻防をすること。,83G12A3613000000
保健体育,1494,(2) 攻防などの自己の課題を発見し，合理的な解決に向けて運動の取り組み方を工夫するとともに，自己の考えたことを他者に伝えること。,83G12A3620000000
保健体育,1495,(3) 武道に積極的に取り組むとともに，相手を尊重し，伝統的な行動の仕方を守ろうとすること，分担した役割を果たそうとすること，一人一人の違いに応じた課題や挑戦を認めようとすることなどや，禁じ技を用いないなど健康・安全に気を配ること。,83G12A3630000000
